timestamp,index,uuid,power_draw_w,utilization_gpu_pct,memory_used_mib
2026/09/09 15:21:56.204, 0, GPU-35ec6990-2b13-fbe4-44c2-103ee00e46b3, 57.40, 0, 450
2026/09/09 15:21:56.309, 0, GPU-35ec6990-2b13-fbe4-44c2-103ee00e46b3, 57.40, 0, 450
2026/09/09 15:21:56.410, 0, GPU-35ec6990-2b13-fbe4-44c2-103ee00e46b3, 57.40, 0, 450
2026/09/09 15:21:56.510, 0, GPU-35ec6990-2b13-fbe4-44c2-103ee00e46b3, 57.40, 0, 450
2026/09/09 15:21:56.610, 0, GPU-35ec6990-2b13-fbe4-44c2-103ee00e46b3, 57.06, 0, 450
2026/09/09 15:21:56.710, 0, GPU-35ec6990-2b13-fbe4-44c2-103ee00e46b3, 57.40, 0, 450
2026/09/09 15:21:56.810, 0, GPU-35ec6990-2b13-fbe4-44c2-103ee00e46b3, 57.40, 0, 450
2026/09/09 15:21:56.911, 0, GPU-35ec6990-2b13-fbe4-44c2-103ee00e46b3, 57.06, 0, 450
2026/09/09 15:21:57.011, 0, GPU-35ec6990-2b13-fbe4-44c2-103ee00e46b3, 57.40, 0, 450
2026/09/09 15:21:57.111, 0, GPU-35ec6990-2b13-fbe4-44c2-103ee00e46b3, 57.40, 0, 450
2026/09/09 15:21:57.211, 0, GPU-35ec6990-2b13-fbe4-44c2-103ee00e46b3, 57.46, 0, 450
2026/09/09 15:21:57.314, 0, GPU-35ec6990-2b13-fbe4-44c2-103ee00e46b3, 57.46, 0, 450
2026/09/09 15:21:57.414, 0, GPU-35ec6990-2b13-fbe4-44c2-103ee00e46b3, 57.46, 0, 450
2026/09/09 15:21:57.514, 0, GPU-35ec6990-2b13-fbe4-44c2-103ee00e46b3, 57.40, 0, 450
2026/09/09 15:21:57.614, 0, GPU-35ec6990-2b13-fbe4-44c2-103ee00e46b3, 57.40, 0, 450
2026/09/09 15:21:57.714, 0, GPU-35ec6990-2b13-fbe4-44c2-103ee00e46b3, 57.40, 0, 450
2026/09/09 15:21:57.814, 0, GPU-35ec6990-2b13-fbe4-44c2-103ee00e46b3, 58.00, 0, 450
2026/09/09 15:21:57.915, 0, GPU-35ec6990-2b13-fbe4-44c2-103ee00e46b3, 57.46, 0, 450
2026/09/09 15:21:58.015, 0, GPU-35ec6990-2b13-fbe4-44c2-103ee00e46b3, 57.06, 0, 450
2026/09/09 15:21:58.115, 0, GPU-35ec6990-2b13-fbe4-44c2-103ee00e46b3, 57.40, 0, 450
2026/09/09 15:21:58.215, 0, GPU-35ec6990-2b13-fbe4-44c2-103ee00e46b3, 57.06, 0, 450
2026/09/09 15:21:58.315, 0, GPU-35ec6990-2b13-fbe4-44c2-103ee00e46b3, 57.40, 0, 450
2026/09/09 15:21:58.416, 0, GPU-35ec6990-2b13-fbe4-44c2-103ee00e46b3, 57.73, 0, 450
2026/09/09 15:21:58.516, 0, GPU-35ec6990-2b13-fbe4-44c2-103ee00e46b3, 57.12, 0, 450
2026/09/09 15:21:58.616, 0, GPU-35ec6990-2b13-fbe4-44c2-103ee00e46b3, 57.46, 0, 450
2026/09/09 15:21:58.716, 0, GPU-35ec6990-2b13-fbe4-44c2-103ee00e46b3, 57.46, 0, 450
2026/09/09 15:21:58.816, 0, GPU-35ec6990-2b13-fbe4-44c2-103ee00e46b3, 57.06, 0, 450
2026/09/09 15:21:58.917, 0, GPU-35ec6990-2b13-fbe4-44c2-103ee00e46b3, 57.28, 0, 450
2026/09/09 15:21:59.017, 0, GPU-35ec6990-2b13-fbe4-44c2-103ee00e46b3, 57.28, 0, 450
2026/09/09 15:21:59.117, 0, GPU-35ec6990-2b13-fbe4-44c2-103ee00e46b3, 57.06, 0, 450
2026/09/09 15:21:59.217, 0, GPU-35ec6990-2b13-fbe4-44c2-103ee00e46b3, 57.40, 0, 450
2026/09/09 15:21:59.317, 0, GPU-35ec6990-2b13-fbe4-44c2-103ee00e46b3, 57.34, 0, 450
2026/09/09 15:21:59.418, 0, GPU-35ec6990-2b13-fbe4-44c2-103ee00e46b3, 57.34, 0, 450
2026/09/09 15:21:59.518, 0, GPU-35ec6990-2b13-fbe4-44c2-103ee00e46b3, 57.28, 0, 450
2026/09/09 15:21:59.618, 0, GPU-35ec6990-2b13-fbe4-44c2-103ee00e46b3, 57.01, 0, 450
2026/09/09 15:21:59.718, 0, GPU-35ec6990-2b13-fbe4-44c2-103ee00e46b3, 57.34, 0, 450
2026/09/09 15:21:59.818, 0, GPU-35ec6990-2b13-fbe4-44c2-103ee00e46b3, 56.95, 0, 450
2026/09/09 15:21:59.919, 0, GPU-35ec6990-2b13-fbe4-44c2-103ee00e46b3, 57.28, 0, 450
2026/09/09 15:22:00.019, 0, GPU-35ec6990-2b13-fbe4-44c2-103ee00e46b3, 57.28, 0, 450
2026/09/09 15:22:00.119, 0, GPU-35ec6990-2b13-fbe4-44c2-103ee00e46b3, 57.34, 0, 450
2026/09/09 15:22:00.219, 0, GPU-35ec6990-2b13-fbe4-44c2-103ee00e46b3, 56.95, 0, 450
2026/09/09 15:22:00.319, 0, GPU-35ec6990-2b13-fbe4-44c2-103ee00e46b3, 56.67, 0, 450
2026/09/09 15:22:00.420, 0, GPU-35ec6990-2b13-fbe4-44c2-103ee00e46b3, 56.67, 0, 450
2026/09/09 15:22:00.520, 0, GPU-35ec6990-2b13-fbe4-44c2-103ee00e46b3, 56.95, 0, 450
2026/09/09 15:22:00.620, 0, GPU-35ec6990-2b13-fbe4-44c2-103ee00e46b3, 56.89, 0, 450
2026/09/09 15:22:00.720, 0, GPU-35ec6990-2b13-fbe4-44c2-103ee00e46b3, 56.89, 0, 450
2026/09/09 15:22:00.820, 0, GPU-35ec6990-2b13-fbe4-44c2-103ee00e46b3, 56.89, 0, 450
2026/09/09 15:22:00.920, 0, GPU-35ec6990-2b13-fbe4-44c2-103ee00e46b3, 56.95, 0, 450
2026/09/09 15:22:01.021, 0, GPU-35ec6990-2b13-fbe4-44c2-103ee00e46b3, 56.95, 0, 450
2026/09/09 15:22:01.121, 0, GPU-35ec6990-2b13-fbe4-44c2-103ee00e46b3, 56.73, 0, 450
2026/09/09 15:22:01.221, 0, GPU-35ec6990-2b13-fbe4-44c2-103ee00e46b3, 56.73, 0, 450
2026/09/09 15:22:01.321, 0, GPU-35ec6990-2b13-fbe4-44c2-103ee00e46b3, 56.79, 0, 450
2026/09/09 15:22:01.421, 0, GPU-35ec6990-2b13-fbe4-44c2-103ee00e46b3, 57.12, 0, 450
2026/09/09 15:22:01.522, 0, GPU-35ec6990-2b13-fbe4-44c2-103ee00e46b3, 56.79, 0, 450
2026/09/09 15:22:01.622, 0, GPU-35ec6990-2b13-fbe4-44c2-103ee00e46b3, 56.79, 0, 450
2026/09/09 15:22:01.722, 0, GPU-35ec6990-2b13-fbe4-44c2-103ee00e46b3, 57.06, 0, 450
2026/09/09 15:22:01.822, 0, GPU-35ec6990-2b13-fbe4-44c2-103ee00e46b3, 57.06, 0, 450
2026/09/09 15:22:01.922, 0, GPU-35ec6990-2b13-fbe4-44c2-103ee00e46b3, 56.79, 0, 450
2026/09/09 15:22:02.023, 0, GPU-35ec6990-2b13-fbe4-44c2-103ee00e46b3, 56.79, 0, 450
2026/09/09 15:22:02.123, 0, GPU-35ec6990-2b13-fbe4-44c2-103ee00e46b3, 57.06, 0, 450
2026/09/09 15:22:02.223, 0, GPU-35ec6990-2b13-fbe4-44c2-103ee00e46b3, 57.06, 0, 450
2026/09/09 15:22:02.323, 0, GPU-35ec6990-2b13-fbe4-44c2-103ee00e46b3, 57.06, 0, 450
2026/09/09 15:22:02.423, 0, GPU-35ec6990-2b13-fbe4-44c2-103ee00e46b3, 56.79, 0, 450
2026/09/09 15:22:02.523, 0, GPU-35ec6990-2b13-fbe4-44c2-103ee00e46b3, 57.06, 0, 450
2026/09/09 15:22:02.624, 0, GPU-35ec6990-2b13-fbe4-44c2-103ee00e46b3, 57.06, 0, 450
2026/09/09 15:22:02.724, 0, GPU-35ec6990-2b13-fbe4-44c2-103ee00e46b3, 57.06, 0, 450
2026/09/09 15:22:02.824, 0, GPU-35ec6990-2b13-fbe4-44c2-103ee00e46b3, 56.79, 0, 450
2026/09/09 15:22:02.924, 0, GPU-35ec6990-2b13-fbe4-44c2-103ee00e46b3, 57.12, 0, 450
2026/09/09 15:22:03.024, 0, GPU-35ec6990-2b13-fbe4-44c2-103ee00e46b3, 57.06, 0, 450
2026/09/09 15:22:03.125, 0, GPU-35ec6990-2b13-fbe4-44c2-103ee00e46b3, 57.06, 0, 450
2026/09/09 15:22:03.225, 0, GPU-35ec6990-2b13-fbe4-44c2-103ee00e46b3, 56.79, 0, 450
2026/09/09 15:22:03.325, 0, GPU-35ec6990-2b13-fbe4-44c2-103ee00e46b3, 57.40, 0, 450
2026/09/09 15:22:03.425, 0, GPU-35ec6990-2b13-fbe4-44c2-103ee00e46b3, 57.06, 0, 450
2026/09/09 15:22:03.525, 0, GPU-35ec6990-2b13-fbe4-44c2-103ee00e46b3, 57.06, 0, 450
2026/09/09 15:22:03.626, 0, GPU-35ec6990-2b13-fbe4-44c2-103ee00e46b3, 56.79, 0, 450
2026/09/09 15:22:03.726, 0, GPU-35ec6990-2b13-fbe4-44c2-103ee00e46b3, 56.79, 0, 450
2026/09/09 15:22:03.826, 0, GPU-35ec6990-2b13-fbe4-44c2-103ee00e46b3, 57.12, 0, 450
2026/09/09 15:22:03.926, 0, GPU-35ec6990-2b13-fbe4-44c2-103ee00e46b3, 57.12, 0, 450
2026/09/09 15:22:04.026, 0, GPU-35ec6990-2b13-fbe4-44c2-103ee00e46b3, 56.79, 0, 450
2026/09/09 15:22:04.126, 0, GPU-35ec6990-2b13-fbe4-44c2-103ee00e46b3, 57.12, 0, 450
2026/09/09 15:22:04.227, 0, GPU-35ec6990-2b13-fbe4-44c2-103ee00e46b3, 57.12, 0, 450
2026/09/09 15:22:04.327, 0, GPU-35ec6990-2b13-fbe4-44c2-103ee00e46b3, 57.12, 0, 450
2026/09/09 15:22:04.427, 0, GPU-35ec6990-2b13-fbe4-44c2-103ee00e46b3, 57.12, 0, 467
2026/09/09 15:22:04.527, 0, GPU-35ec6990-2b13-fbe4-44c2-103ee00e46b3, 57.12, 0, 470
2026/09/09 15:22:04.628, 0, GPU-35ec6990-2b13-fbe4-44c2-103ee00e46b3, 59.82, 3, 1372
2026/09/09 15:22:04.728, 0, GPU-35ec6990-2b13-fbe4-44c2-103ee00e46b3, 57.12, 3, 1372
